grid,year,round,alt,constructorRef_ferrari,constructorRef_mclaren,constructorRef_williams,constructorRef_red_bull
22,2010,2,10,0.0,0.0,0.0,0.0
7,2006,8,153,0.0,0.0,0.0,0.0
7,1983,10,103,0.0,0.0,0.0,0.0
21,1987,3,401,0.0,0.0,0.0,0.0
8,2004,1,10,0.0,0.0,1.0,0.0
17,1970,7,145,0.0,0.0,0.0,0.0
24,1993,10,103,0.0,0.0,0.0,0.0
7,2000,11,103,0.0,0.0,0.0,0.0
21,2006,6,109,0.0,0.0,0.0,1.0
4,2006,12,103,0.0,0.0,0.0,0.0
17,2002,7,7,0.0,0.0,0.0,0.0
9,1956,4,401,0.0,0.0,0.0,0.0
17,1987,13,37,0.0,0.0,0.0,0.0
14,1992,10,103,0.0,0.0,0.0,0.0
9,1957,7,129,0.0,0.0,0.0,0.0
11,1997,15,578,0.0,0.0,0.0,0.0
3,1976,4,609,0.0,0.0,0.0,0.0
3,1987,3,401,0.0,0.0,0.0,0.0
24,1982,5,36,0.0,0.0,0.0,0.0
20,1982,7,177,0.0,0.0,0.0,0.0
2,2002,4,37,1.0,0.0,0.0,0.0
16,1998,14,162,0.0,0.0,0.0,0.0
11,2008,15,18,0.0,0.0,0.0,0.0
13,1955,4,401,0.0,0.0,0.0,0.0
7,1965,5,153,0.0,0.0,0.0,0.0
26,1972,2,1460,0.0,0.0,0.0,0.0
2,1975,1,8,0.0,0.0,0.0,0.0
11,1997,9,153,0.0,0.0,0.0,0.0
3,1985,15,1460,0.0,0.0,1.0,0.0
1,1983,2,12,1.0,0.0,0.0,0.0
14,1954,9,85,0.0,0.0,0.0,0.0
8,1958,11,19,0.0,0.0,0.0,0.0
15,1976,12,6,0.0,1.0,0.0,0.0
25,1993,9,153,0.0,0.0,0.0,0.0
17,1993,1,1460,0.0,0.0,0.0,0.0
25,1992,3,785,0.0,0.0,0.0,0.0
3,1975,7,153,0.0,0.0,0.0,0.0
4,1983,12,6,0.0,0.0,0.0,0.0
20,2001,10,228,0.0,0.0,0.0,0.0
0,1983,3,432,0.0,0.0,0.0,0.0
7,1971,11,485,1.0,0.0,0.0,0.0
19,1991,1,345,0.0,0.0,0.0,0.0
23,2010,8,13,0.0,0.0,0.0,0.0
25,1982,12,103,0.0,0.0,0.0,0.0
14,2001,8,13,0.0,0.0,0.0,0.0
7,1966,5,6,0.0,0.0,0.0,0.0
2,2014,16,2,0.0,0.0,0.0,0.0
9,1977,12,678,0.0,1.0,0.0,0.0
26,1988,12,162,0.0,0.0,0.0,0.0
20,2000,12,264,0.0,0.0,0.0,0.0
11,1982,4,37,0.0,0.0,0.0,0.0
5,1981,1,12,1.0,0.0,0.0,0.0
18,1973,2,785,0.0,0.0,0.0,0.0
15,2014,2,18,0.0,0.0,0.0,0.0
8,1979,12,6,0.0,0.0,0.0,0.0
4,2011,5,109,1.0,0.0,0.0,0.0
24,1984,15,578,0.0,0.0,0.0,0.0
17,1955,6,20,0.0,0.0,0.0,0.0
3,2006,17,45,0.0,0.0,0.0,0.0
10,1964,6,578,0.0,0.0,0.0,0.0
18,2013,17,3,0.0,0.0,0.0,0.0
3,1955,4,401,0.0,0.0,0.0,0.0
12,2010,4,5,0.0,0.0,0.0,0.0
21,2000,10,678,0.0,0.0,0.0,0.0
9,2005,18,45,1.0,0.0,0.0,0.0
14,2015,5,109,0.0,1.0,0.0,0.0
23,1990,12,162,0.0,0.0,0.0,0.0
21,1978,4,12,0.0,0.0,0.0,0.0
20,2011,9,153,0.0,0.0,0.0,0.0
7,2004,5,109,0.0,0.0,0.0,0.0
1,1991,6,2227,0.0,0.0,1.0,0.0
7,1987,6,432,0.0,0.0,0.0,0.0
16,1994,16,58,0.0,0.0,0.0,0.0
21,1986,1,1126,0.0,0.0,0.0,0.0
13,2004,6,7,0.0,0.0,0.0,0.0
4,2013,6,7,0.0,0.0,0.0,1.0
0,1991,16,58,0.0,0.0,0.0,0.0
5,1962,9,15,0.0,0.0,0.0,0.0
13,1971,7,578,0.0,0.0,0.0,0.0
25,1971,1,1460,0.0,0.0,0.0,0.0
7,1967,6,153,0.0,0.0,0.0,0.0
6,1964,1,7,0.0,0.0,0.0,0.0
13,2015,15,2,0.0,1.0,0.0,0.0
0,1992,10,103,0.0,0.0,0.0,0.0
32,1958,4,223,0.0,0.0,0.0,0.0
0,1981,6,7,0.0,0.0,0.0,0.0
14,2000,11,103,0.0,0.0,1.0,0.0
12,1983,6,401,0.0,0.0,0.0,0.0
16,1974,11,578,0.0,0.0,0.0,0.0
5,1992,9,153,0.0,1.0,0.0,0.0
12,1991,10,264,0.0,0.0,0.0,0.0
1,1979,15,485,0.0,0.0,1.0,0.0
18,1985,14,145,0.0,0.0,0.0,0.0
3,1996,16,45,1.0,0.0,0.0,0.0
17,2001,4,37,0.0,0.0,0.0,0.0
10,1988,14,37,1.0,0.0,0.0,0.0
14,2000,8,13,0.0,0.0,0.0,0.0
14,1957,2,7,0.0,0.0,0.0,0.0
6,1997,17,37,0.0,1.0,0.0,0.0
8,1976,15,485,0.0,0.0,0.0,0.0
8,1964,10,2227,0.0,0.0,0.0,0.0
1,1969,6,153,0.0,0.0,0.0,0.0
26,1992,9,153,0.0,0.0,0.0,0.0
2,1964,6,578,0.0,0.0,0.0,0.0
3,1967,8,332,0.0,0.0,0.0,0.0
3,1962,9,15,0.0,0.0,0.0,0.0
9,2000,17,18,0.0,0.0,0.0,0.0
12,1985,15,1460,0.0,0.0,0.0,0.0
1,1986,14,130,0.0,0.0,0.0,0.0
16,1964,1,7,0.0,0.0,0.0,0.0
9,1978,1,8,0.0,1.0,0.0,0.0
18,2004,3,7,0.0,0.0,0.0,0.0
7,1988,3,7,0.0,0.0,0.0,0.0
2,1982,11,432,0.0,0.0,0.0,0.0
11,1984,8,177,0.0,0.0,0.0,0.0
6,1970,5,6,1.0,0.0,0.0,0.0
0,1956,7,578,0.0,0.0,0.0,0.0
9,2002,8,13,0.0,0.0,0.0,0.0
22,1996,2,785,0.0,0.0,0.0,0.0
3,1971,1,1460,1.0,0.0,0.0,0.0
3,2007,12,130,1.0,0.0,0.0,0.0
17,1980,13,13,0.0,0.0,0.0,0.0
19,1954,6,578,0.0,0.0,0.0,0.0
5,1970,4,401,0.0,0.0,0.0,0.0
1,2013,12,162,0.0,0.0,0.0,1.0
22,1953,5,88,0.0,0.0,0.0,0.0
13,1992,6,7,0.0,0.0,0.0,0.0
25,1955,3,223,0.0,0.0,0.0,0.0
28,1950,3,223,0.0,0.0,0.0,0.0
15,1967,4,401,0.0,0.0,0.0,0.0
14,1993,6,7,0.0,0.0,0.0,0.0
19,2014,13,162,0.0,0.0,0.0,0.0
12,1977,4,12,0.0,0.0,0.0,0.0
15,1988,15,45,0.0,0.0,0.0,0.0
11,1984,14,162,1.0,0.0,0.0,0.0
15,1999,7,228,0.0,0.0,1.0,0.0
0,1976,12,6,0.0,0.0,0.0,0.0
26,1982,3,12,0.0,0.0,0.0,0.0
16,2007,8,228,0.0,0.0,0.0,1.0
8,1967,5,67,0.0,0.0,0.0,0.0
14,2013,6,7,0.0,0.0,1.0,0.0
20,1977,6,7,0.0,0.0,0.0,0.0
3,1984,10,145,0.0,1.0,0.0,0.0
17,2006,1,7,0.0,0.0,0.0,0.0
26,1994,13,130,0.0,0.0,0.0,0.0
12,1952,8,162,0.0,0.0,0.0,0.0
3,1988,6,177,1.0,0.0,0.0,0.0
22,2006,14,130,0.0,0.0,0.0,0.0
22,1976,15,485,0.0,0.0,0.0,0.0
12,2014,3,7,0.0,0.0,0.0,0.0
4,1996,11,103,0.0,1.0,0.0,0.0
0,1991,13,130,0.0,0.0,0.0,0.0
11,1980,8,145,0.0,0.0,0.0,0.0
1,1995,16,45,0.0,0.0,0.0,0.0
13,1959,1,7,0.0,0.0,0.0,0.0
16,1986,14,130,0.0,0.0,0.0,0.0
23,1990,14,37,0.0,0.0,0.0,0.0
2,1972,2,1460,1.0,0.0,0.0,0.0
14,2014,2,18,0.0,0.0,0.0,0.0
0,1952,8,162,0.0,0.0,0.0,0.0
13,2005,18,45,0.0,0.0,0.0,0.0
10,1967,3,6,1.0,0.0,0.0,0.0
20,1987,1,1126,0.0,0.0,0.0,0.0
6,1968,12,2227,0.0,0.0,0.0,0.0
7,1969,7,578,0.0,0.0,0.0,0.0
19,1989,5,345,0.0,0.0,0.0,0.0
14,2005,7,578,0.0,0.0,0.0,1.0
9,1988,2,37,0.0,0.0,0.0,0.0
1,2013,17,3,0.0,0.0,0.0,1.0
2,1955,3,223,0.0,0.0,0.0,0.0
15,1953,4,401,0.0,0.0,0.0,0.0
7,1965,9,485,0.0,0.0,0.0,0.0
22,1985,5,13,0.0,0.0,0.0,0.0
4,1976,2,1460,0.0,1.0,0.0,0.0
11,2001,15,162,0.0,0.0,0.0,0.0
1,1972,11,332,0.0,1.0,0.0,0.0
14,1985,11,6,0.0,0.0,0.0,0.0
20,1972,9,678,0.0,0.0,0.0,0.0
5,2002,8,13,0.0,1.0,0.0,0.0
5,1974,1,8,0.0,0.0,0.0,0.0
1,1992,1,1460,0.0,0.0,1.0,0.0
22,1995,3,37,0.0,0.0,0.0,0.0
1,2007,11,264,0.0,1.0,0.0,0.0
7,2009,6,7,0.0,1.0,0.0,0.0
0,1961,1,7,0.0,0.0,0.0,0.0
1,1952,8,162,1.0,0.0,0.0,0.0
22,1986,13,162,0.0,0.0,0.0,0.0
12,1978,9,432,0.0,0.0,0.0,0.0
4,2003,16,45,0.0,0.0,0.0,0.0
22,1989,1,1126,0.0,0.0,0.0,0.0
12,1972,6,790,0.0,0.0,0.0,0.0
2,1976,10,578,1.0,0.0,0.0,0.0
11,1958,10,162,0.0,0.0,0.0,0.0
17,2010,7,130,0.0,0.0,1.0,0.0
3,1999,4,7,0.0,1.0,0.0,0.0
12,1986,13,162,1.0,0.0,0.0,0.0
8,2013,15,45,1.0,0.0,0.0,0.0
5,2007,3,7,0.0,0.0,0.0,0.0
13,1974,3,1460,0.0,0.0,0.0,0.0
12,1979,10,103,0.0,1.0,0.0,0.0
26,1992,6,7,0.0,0.0,0.0,0.0
20,1994,10,264,0.0,0.0,0.0,0.0
13,2014,14,18,0.0,0.0,0.0,0.0
4,1974,2,785,0.0,0.0,0.0,0.0
15,1976,9,145,0.0,0.0,0.0,0.0
1,1980,6,7,0.0,0.0,0.0,0.0
16,1970,10,162,0.0,0.0,0.0,0.0
3,1970,4,401,0.0,0.0,0.0,0.0
14,1981,10,103,0.0,0.0,0.0,0.0
2,1972,4,7,1.0,0.0,0.0,0.0
8,1981,14,13,0.0,0.0,0.0,0.0
12,2003,8,13,0.0,0.0,0.0,0.0
8,2005,14,130,0.0,0.0,0.0,0.0
2,1974,11,578,1.0,0.0,0.0,0.0
15,1991,4,7,0.0,0.0,0.0,0.0
10,1974,2,785,0.0,0.0,0.0,0.0
10,1965,8,162,0.0,0.0,0.0,0.0
11,1972,12,485,0.0,0.0,0.0,0.0
16,2000,8,13,0.0,0.0,0.0,0.0
0,1977,13,6,0.0,0.0,0.0,0.0
23,1972,2,1460,0.0,0.0,0.0,0.0
8,2005,18,45,0.0,0.0,0.0,0.0
10,1973,13,162,0.0,0.0,0.0,0.0
10,1980,5,36,0.0,0.0,0.0,0.0
14,1979,15,485,0.0,0.0,0.0,0.0
6,1994,8,153,0.0,0.0,0.0,0.0
0,1978,14,162,0.0,0.0,0.0,0.0
11,1969,3,7,0.0,0.0,0.0,0.0
8,2015,16,161,0.0,0.0,0.0,0.0
7,1995,17,58,0.0,0.0,0.0,0.0
19,1981,2,1126,0.0,0.0,0.0,0.0
8,2013,1,10,0.0,0.0,0.0,0.0
9,2005,5,109,0.0,0.0,0.0,1.0
11,1976,5,36,0.0,0.0,0.0,0.0
20,1954,8,162,0.0,0.0,0.0,0.0
23,1978,11,103,0.0,0.0,0.0,0.0
6,2011,12,401,0.0,0.0,0.0,0.0
4,1985,6,177,0.0,1.0,0.0,0.0
22,2013,7,13,0.0,0.0,0.0,0.0
5,2009,16,785,1.0,0.0,0.0,0.0
6,1993,1,1460,0.0,0.0,0.0,0.0
8,1998,7,13,1.0,0.0,0.0,0.0
25,1974,8,6,0.0,0.0,0.0,0.0
11,1979,2,785,0.0,0.0,0.0,0.0
7,1989,8,153,0.0,0.0,1.0,0.0
14,2014,16,2,0.0,0.0,0.0,0.0
16,1988,11,401,0.0,0.0,0.0,0.0
22,1979,4,12,0.0,0.0,0.0,0.0
19,1959,2,223,0.0,0.0,0.0,0.0
19,1981,5,36,0.0,0.0,0.0,0.0
19,1954,8,162,0.0,0.0,0.0,0.0
14,1978,12,678,0.0,1.0,0.0,0.0
8,1981,11,678,1.0,0.0,0.0,0.0
15,1986,11,264,1.0,0.0,0.0,0.0
6,1958,11,19,1.0,0.0,0.0,0.0
9,1993,12,401,0.0,0.0,0.0,0.0
9,1999,5,109,0.0,0.0,0.0,0.0
6,1978,9,432,0.0,1.0,0.0,0.0
19,2008,10,103,0.0,0.0,0.0,0.0
12,2002,2,18,0.0,0.0,0.0,0.0
2,1978,15,485,1.0,0.0,0.0,0.0
8,2000,1,10,0.0,0.0,0.0,0.0
4,1962,5,20,0.0,0.0,0.0,0.0
18,2015,5,109,0.0,0.0,0.0,0.0
11,1956,8,162,0.0,0.0,0.0,0.0
21,1991,6,2227,0.0,0.0,0.0,0.0
18,1980,8,145,0.0,0.0,1.0,0.0
2,2001,3,785,0.0,0.0,1.0,0.0
1,1978,11,103,0.0,0.0,0.0,0.0
19,1992,1,1460,0.0,0.0,0.0,0.0
8,1986,2,37,0.0,0.0,0.0,0.0
20,1963,10,15,0.0,0.0,0.0,0.0
23,2011,18,3,0.0,0.0,1.0,0.0
12,2013,6,7,0.0,0.0,0.0,0.0
17,1964,9,485,0.0,0.0,0.0,0.0
2,2004,5,109,0.0,0.0,1.0,0.0
8,1994,12,162,0.0,0.0,0.0,0.0
2,1986,4,7,0.0,0.0,1.0,0.0
20,1977,5,609,0.0,0.0,0.0,0.0
25,1976,16,583,0.0,0.0,0.0,0.0
13,1956,8,162,0.0,0.0,0.0,0.0
2,1968,6,81,0.0,0.0,0.0,0.0
0,1979,14,13,0.0,0.0,0.0,0.0
14,1994,1,785,0.0,0.0,0.0,0.0
14,2007,13,162,0.0,0.0,0.0,0.0
15,1995,17,58,0.0,0.0,0.0,0.0
18,1972,8,578,0.0,0.0,0.0,0.0
4,1987,15,45,1.0,0.0,0.0,0.0
4,1958,7,153,1.0,0.0,0.0,0.0
15,1991,11,401,0.0,0.0,0.0,0.0
12,2009,4,7,0.0,0.0,1.0,0.0
4,2000,12,264,0.0,0.0,1.0,0.0
10,1999,8,153,0.0,0.0,0.0,0.0
4,1986,4,7,1.0,0.0,0.0,0.0
0,1990,2,785,0.0,0.0,0.0,0.0
25,1988,2,37,0.0,0.0,0.0,0.0
0,1991,6,2227,0.0,0.0,0.0,0.0
12,1989,3,7,0.0,0.0,0.0,0.0
20,1999,4,7,0.0,0.0,0.0,0.0
8,1970,8,103,0.0,0.0,0.0,0.0
21,1961,7,162,0.0,0.0,0.0,0.0
2,1983,11,678,1.0,0.0,0.0,0.0
3,2012,14,18,0.0,0.0,0.0,1.0
19,1988,5,13,0.0,0.0,0.0,0.0
23,1987,11,162,0.0,0.0,0.0,0.0
13,1968,8,578,0.0,0.0,0.0,0.0
15,2012,4,7,0.0,0.0,1.0,0.0
24,1980,12,37,0.0,1.0,0.0,0.0
24,1981,11,678,0.0,0.0,0.0,0.0
2,1953,7,578,0.0,0.0,0.0,0.0
17,1988,15,45,0.0,0.0,0.0,0.0
26,1975,13,162,0.0,0.0,0.0,0.0
6,1960,10,470,0.0,0.0,0.0,0.0
18,1980,1,8,0.0,0.0,0.0,0.0
10,2007,17,785,0.0,0.0,1.0,0.0
2,2002,3,785,1.0,0.0,0.0,0.0
9,1977,2,785,0.0,0.0,0.0,0.0
12,1986,14,130,0.0,0.0,0.0,0.0
9,1981,11,678,0.0,0.0,0.0,0.0
7,1981,5,36,1.0,0.0,0.0,0.0
4,1989,9,103,1.0,0.0,0.0,0.0
7,1997,10,103,0.0,0.0,0.0,0.0
3,1971,3,7,0.0,0.0,0.0,0.0
15,1974,2,785,0.0,0.0,0.0,0.0
24,1978,15,485,0.0,0.0,0.0,0.0
10,1993,1,1460,0.0,0.0,0.0,0.0
0,1989,3,7,0.0,0.0,0.0,0.0
3,1952,4,81,1.0,0.0,0.0,0.0
20,1972,1,8,0.0,0.0,0.0,0.0
1,1968,10,214,0.0,0.0,0.0,0.0
5,1973,4,79,0.0,1.0,0.0,0.0
22,2012,8,4,0.0,0.0,0.0,0.0
1,1981,2,1126,0.0,0.0,0.0,0.0
1,1952,8,162,0.0,0.0,0.0,0.0
7,1962,9,15,0.0,0.0,0.0,0.0
16,2015,5,109,0.0,0.0,0.0,0.0
0,1988,3,7,0.0,0.0,0.0,0.0
24,1995,5,7,0.0,0.0,0.0,0.0
4,1969,10,485,0.0,0.0,0.0,0.0
23,2010,3,18,0.0,0.0,0.0,0.0
17,2014,13,162,0.0,0.0,0.0,0.0
20,1995,3,37,0.0,0.0,0.0,0.0
19,1965,3,401,0.0,0.0,0.0,0.0
8,2012,12,401,0.0,0.0,0.0,0.0
19,2015,13,18,0.0,0.0,0.0,0.0
24,1990,6,2227,0.0,0.0,0.0,0.0
2,1950,5,401,0.0,0.0,0.0,0.0
25,1992,5,37,0.0,0.0,0.0,0.0
3,1981,11,678,1.0,0.0,0.0,0.0
14,2013,19,785,0.0,1.0,0.0,0.0
23,1988,11,401,0.0,0.0,0.0,0.0
15,2000,11,103,0.0,0.0,0.0,0.0
3,2006,1,7,0.0,0.0,0.0,0.0
1,1954,3,401,0.0,0.0,0.0,0.0
0,1989,6,13,0.0,0.0,0.0,0.0
0,1989,1,1126,0.0,0.0,0.0,0.0
0,1989,5,345,0.0,0.0,0.0,0.0
5,1954,6,578,1.0,0.0,0.0,0.0
8,1980,12,37,1.0,0.0,0.0,0.0
5,1990,16,58,0.0,0.0,0.0,0.0
6,1966,7,162,0.0,0.0,0.0,0.0
16,1995,16,45,0.0,0.0,0.0,0.0
7,1974,11,578,0.0,1.0,0.0,0.0
9,1981,12,6,0.0,0.0,0.0,0.0
7,1983,14,145,0.0,0.0,0.0,0.0
5,2008,13,401,0.0,0.0,0.0,0.0
8,1951,4,88,0.0,0.0,0.0,0.0
5,2006,6,109,0.0,0.0,0.0,0.0
15,1976,4,609,0.0,0.0,0.0,0.0
17,1980,7,432,1.0,0.0,0.0,0.0
18,1981,4,37,0.0,0.0,0.0,0.0
0,1971,10,332,0.0,0.0,0.0,0.0
25,1977,11,103,0.0,0.0,0.0,0.0
6,1979,15,485,0.0,0.0,0.0,0.0
19,1997,7,13,0.0,0.0,0.0,0.0
23,1992,16,58,0.0,0.0,0.0,0.0
15,2003,7,7,0.0,0.0,0.0,0.0
18,1979,7,7,0.0,0.0,0.0,0.0
0,1983,8,13,0.0,0.0,0.0,0.0
18,1980,14,485,1.0,0.0,0.0,0.0
3,1981,13,162,0.0,0.0,0.0,0.0
15,2000,13,401,0.0,0.0,0.0,0.0
16,1997,16,45,0.0,0.0,0.0,0.0
1,1977,13,6,0.0,0.0,0.0,0.0
2,1980,1,8,0.0,0.0,0.0,0.0
4,1981,7,609,0.0,1.0,0.0,0.0
11,2005,3,7,0.0,0.0,0.0,0.0
5,1952,4,81,0.0,0.0,0.0,0.0
13,1986,8,432,0.0,0.0,0.0,0.0
1,1997,7,13,1.0,0.0,0.0,0.0
3,1953,2,223,0.0,0.0,0.0,0.0
10,2002,11,228,0.0,0.0,0.0,0.0
0,1990,3,37,0.0,0.0,0.0,0.0
8,1970,5,6,0.0,0.0,0.0,0.0
17,2010,3,18,0.0,1.0,0.0,0.0
7,1953,1,8,0.0,0.0,0.0,0.0
18,2008,10,103,0.0,0.0,0.0,0.0
3,2000,9,228,1.0,0.0,0.0,0.0
1,1980,8,145,0.0,0.0,0.0,0.0
8,1979,6,36,0.0,0.0,1.0,0.0
21,1974,13,162,0.0,0.0,0.0,0.0
3,1960,5,401,0.0,0.0,0.0,0.0
7,1970,7,145,0.0,0.0,0.0,0.0
1,1970,3,7,0.0,0.0,0.0,0.0
1,1958,8,578,1.0,0.0,0.0,0.0
11,1988,10,264,0.0,0.0,0.0,0.0
4,1996,6,7,0.0,0.0,0.0,0.0
6,1973,15,485,0.0,0.0,0.0,0.0
15,2009,15,45,0.0,0.0,1.0,0.0
12,1977,17,583,0.0,0.0,0.0,0.0
4,1955,1,8,0.0,0.0,0.0,0.0
4,1978,13,6,1.0,0.0,0.0,0.0
25,1978,15,485,0.0,0.0,0.0,0.0
21,2011,8,4,0.0,0.0,0.0,0.0
3,2000,15,223,0.0,1.0,0.0,0.0
17,1956,5,88,0.0,0.0,0.0,0.0
22,1972,9,678,0.0,0.0,0.0,0.0
6,1958,7,153,1.0,0.0,0.0,0.0
7,1979,9,153,0.0,1.0,0.0,0.0
8,1994,5,109,0.0,1.0,0.0,0.0
23,2010,1,7,0.0,0.0,0.0,0.0
6,1992,10,103,0.0,0.0,0.0,0.0
19,1978,15,485,0.0,0.0,0.0,0.0
8,2004,11,153,0.0,0.0,0.0,0.0
16,1984,14,162,0.0,0.0,0.0,0.0
5,1973,14,332,0.0,0.0,0.0,0.0
13,1962,5,20,0.0,0.0,0.0,0.0
19,1995,9,103,0.0,0.0,0.0,0.0
2,1992,6,7,0.0,0.0,1.0,0.0
16,2010,6,7,0.0,0.0,0.0,0.0
7,2013,13,18,1.0,0.0,0.0,0.0
9,1978,12,678,0.0,0.0,0.0,0.0
20,2003,3,785,0.0,0.0,0.0,0.0
13,1991,2,785,0.0,0.0,0.0,0.0
5,1994,16,58,0.0,0.0,0.0,0.0
0,1972,10,162,0.0,0.0,0.0,0.0
8,1951,1,551,0.0,0.0,0.0,0.0
1,2002,5,109,1.0,0.0,0.0,0.0
5,1994,14,37,0.0,0.0,0.0,0.0
17,2015,2,18,0.0,1.0,0.0,0.0
16,2013,14,0,0.0,0.0,0.0,0.0
20,1977,10,153,0.0,0.0,0.0,0.0
19,2004,14,401,0.0,0.0,0.0,0.0
8,2015,1,10,0.0,0.0,0.0,0.0
17,1983,5,7,0.0,0.0,0.0,0.0
4,2005,5,109,0.0,0.0,0.0,0.0
16,1993,2,785,0.0,0.0,0.0,0.0
20,1970,7,145,0.0,0.0,0.0,0.0
20,1964,7,676,0.0,0.0,0.0,0.0
6,2007,6,13,0.0,0.0,0.0,1.0
14,1987,4,7,0.0,0.0,0.0,0.0
13,1964,10,2227,0.0,0.0,0.0,0.0
12,1985,3,37,0.0,0.0,0.0,0.0
13,1974,7,153,0.0,0.0,0.0,0.0
8,2005,9,223,0.0,0.0,0.0,0.0
4,1995,3,37,0.0,0.0,1.0,0.0
1,2006,13,264,0.0,1.0,0.0,0.0
6,1992,4,109,0.0,0.0,0.0,0.0
1,2013,16,194,0.0,0.0,0.0,1.0
15,1986,9,145,0.0,0.0,0.0,0.0
26,1988,9,103,0.0,0.0,0.0,0.0
19,2010,5,109,0.0,0.0,0.0,0.0
7,1965,2,7,0.0,0.0,0.0,0.0
5,2013,8,153,0.0,0.0,0.0,0.0
19,2007,15,583,0.0,0.0,0.0,0.0
15,1951,4,88,0.0,0.0,0.0,0.0
20,1980,5,36,0.0,1.0,0.0,0.0
13,2005,16,401,0.0,0.0,0.0,0.0
7,1950,7,162,0.0,0.0,0.0,0.0
20,2012,3,5,0.0,0.0,0.0,0.0
15,1981,13,162,0.0,0.0,0.0,0.0
9,2007,10,578,0.0,0.0,0.0,0.0
12,1951,6,578,0.0,0.0,0.0,0.0
0,1991,14,109,0.0,0.0,0.0,0.0
17,1989,8,153,0.0,0.0,0.0,0.0
0,1978,14,162,0.0,0.0,0.0,0.0
10,1985,4,7,0.0,0.0,0.0,0.0
1,1981,9,153,0.0,0.0,0.0,0.0
3,1961,7,162,1.0,0.0,0.0,0.0
16,1998,13,401,0.0,0.0,0.0,0.0
6,1988,3,7,0.0,0.0,0.0,0.0
10,1999,6,13,0.0,0.0,0.0,0.0
2,2008,7,13,0.0,0.0,0.0,0.0
13,2004,14,401,0.0,0.0,0.0,0.0
14,1984,13,6,0.0,0.0,0.0,0.0
8,1998,6,7,0.0,0.0,0.0,0.0
3,2005,4,37,0.0,0.0,0.0,0.0
15,2003,4,37,0.0,0.0,0.0,0.0
2,2012,8,4,0.0,1.0,0.0,0.0
4,1989,13,130,0.0,1.0,0.0,0.0
1,1961,8,485,0.0,0.0,0.0,0.0
14,1957,1,8,0.0,0.0,0.0,0.0
31,1958,4,223,0.0,0.0,0.0,0.0
12,1983,3,432,0.0,1.0,0.0,0.0
24,1993,5,109,0.0,0.0,0.0,0.0
16,2001,6,678,0.0,0.0,0.0,0.0
18,2006,16,5,0.0,0.0,0.0,0.0
18,1984,10,145,0.0,0.0,0.0,0.0
5,1970,8,103,0.0,0.0,0.0,0.0
3,1979,10,103,0.0,0.0,0.0,0.0
22,1985,9,578,0.0,0.0,0.0,0.0
13,1992,16,58,0.0,0.0,0.0,0.0
13,1956,1,8,0.0,0.0,0.0,0.0
18,1967,10,485,0.0,0.0,0.0,0.0
10,1982,9,6,0.0,0.0,0.0,0.0
7,1995,9,103,0.0,1.0,0.0,0.0
17,1997,14,678,0.0,0.0,0.0,0.0
16,1991,14,109,0.0,0.0,0.0,0.0
0,1982,5,36,0.0,0.0,0.0,0.0
12,2006,15,162,0.0,0.0,1.0,0.0
9,2015,11,401,0.0,0.0,0.0,0.0
10,1975,3,1460,0.0,0.0,0.0,0.0
0,1954,7,551,1.0,0.0,0.0,0.0
17,2013,12,162,0.0,0.0,0.0,0.0
2,1973,2,785,0.0,0.0,0.0,0.0
5,1973,13,162,0.0,0.0,0.0,0.0
5,1965,2,7,1.0,0.0,0.0,0.0
8,2013,2,18,0.0,0.0,0.0,0.0
0,1978,2,1126,0.0,0.0,0.0,0.0
21,2006,12,103,0.0,0.0,0.0,0.0
6,1977,8,153,0.0,0.0,0.0,0.0
10,2006,16,5,0.0,0.0,0.0,1.0
15,1985,11,6,0.0,0.0,0.0,0.0
10,1982,3,12,0.0,0.0,0.0,0.0
16,1987,15,45,0.0,0.0,0.0,0.0
13,2012,7,13,0.0,0.0,0.0,0.0
18,1961,8,485,0.0,0.0,0.0,0.0
25,1991,15,45,0.0,0.0,0.0,0.0
2,1988,13,130,0.0,1.0,0.0,0.0
6,2006,4,37,0.0,0.0,0.0,0.0
21,1994,15,45,0.0,0.0,0.0,0.0
2,2011,9,153,0.0,0.0,0.0,1.0
14,2005,17,785,0.0,0.0,0.0,1.0
13,1976,5,36,0.0,0.0,0.0,0.0
6,2005,1,10,0.0,0.0,0.0,1.0
12,2003,1,10,0.0,0.0,0.0,0.0
16,2012,5,109,1.0,0.0,0.0,0.0
25,1994,12,162,0.0,0.0,0.0,0.0
11,1958,10,162,0.0,0.0,0.0,0.0
9,1966,1,7,0.0,0.0,0.0,0.0
4,1958,11,19,0.0,0.0,0.0,0.0
17,1997,10,103,0.0,0.0,0.0,0.0
22,2001,9,578,0.0,0.0,0.0,0.0
11,2014,11,264,0.0,0.0,0.0,0.0
4,2001,4,37,1.0,0.0,0.0,0.0
5,2015,14,45,0.0,0.0,1.0,0.0
18,2007,5,7,0.0,0.0,0.0,0.0
4,1962,2,7,1.0,0.0,0.0,0.0
6,1964,3,401,0.0,0.0,0.0,0.0
6,1986,5,401,0.0,0.0,0.0,0.0
19,1978,12,678,0.0,0.0,0.0,0.0
27,1972,8,578,0.0,0.0,0.0,0.0
23,1970,1,1460,0.0,0.0,0.0,0.0
10,2006,14,130,0.0,0.0,0.0,1.0
17,2005,5,109,0.0,0.0,1.0,0.0
15,1957,5,20,0.0,0.0,0.0,0.0
