grid,year,round,alt,constructorRef_ferrari,constructorRef_mclaren,constructorRef_williams,constructorRef_red_bull
20,1991,10,264,0.0,0.0,0.0,0.0
0,1952,8,162,1.0,0.0,0.0,0.0
25,1977,10,153,0.0,0.0,0.0,0.0
1,1973,13,162,0.0,0.0,0.0,0.0
4,1978,6,36,1.0,0.0,0.0,0.0
13,1991,11,401,0.0,0.0,0.0,0.0
0,1990,2,785,0.0,0.0,0.0,0.0
17,1978,3,1460,0.0,0.0,0.0,0.0
21,1995,7,228,0.0,0.0,0.0,0.0
10,2004,6,7,0.0,0.0,0.0,0.0
7,2006,5,578,0.0,0.0,0.0,0.0
17,2000,15,223,0.0,0.0,0.0,0.0
5,1977,7,36,0.0,0.0,0.0,0.0
7,1973,10,6,0.0,0.0,0.0,0.0
6,1989,10,264,1.0,0.0,0.0,0.0
23,1994,1,785,0.0,0.0,0.0,0.0
2,1956,7,578,1.0,0.0,0.0,0.0
11,1975,13,162,0.0,0.0,0.0,0.0
16,1990,14,37,0.0,0.0,0.0,0.0
10,1991,10,264,0.0,0.0,0.0,0.0
10,2001,7,7,0.0,0.0,0.0,0.0
16,2004,4,37,0.0,0.0,0.0,0.0
7,1970,13,2227,0.0,0.0,0.0,0.0
13,2013,19,785,0.0,0.0,1.0,0.0
11,1988,4,2227,0.0,0.0,0.0,0.0
8,2002,5,109,0.0,0.0,0.0,0.0
8,1978,9,432,1.0,0.0,0.0,0.0
18,2012,9,153,0.0,0.0,0.0,0.0
20,2010,17,0,0.0,0.0,0.0,0.0
2,1996,1,10,0.0,0.0,1.0,0.0
8,2010,9,4,0.0,0.0,1.0,0.0
0,1959,4,88,0.0,0.0,0.0,0.0
3,2014,18,785,0.0,0.0,1.0,0.0
7,1969,4,6,0.0,0.0,0.0,0.0
10,1952,4,81,0.0,0.0,0.0,0.0
31,1952,2,223,0.0,0.0,0.0,0.0
15,1962,4,81,0.0,0.0,0.0,0.0
20,1982,13,678,0.0,0.0,0.0,0.0
3,1984,16,130,0.0,0.0,0.0,0.0
6,1978,3,1460,0.0,0.0,0.0,0.0
8,1989,12,162,0.0,0.0,0.0,0.0
17,2000,8,13,0.0,0.0,0.0,0.0
22,1978,1,8,0.0,0.0,0.0,0.0
16,1961,7,162,0.0,0.0,0.0,0.0
10,1987,10,678,0.0,0.0,0.0,0.0
9,2013,17,3,0.0,0.0,0.0,0.0
8,1974,13,162,0.0,0.0,0.0,0.0
19,1978,16,13,0.0,1.0,0.0,0.0
8,1978,4,12,0.0,0.0,1.0,0.0
17,1975,1,8,0.0,0.0,1.0,0.0
21,2006,18,785,0.0,0.0,0.0,0.0
12,1974,9,484,0.0,0.0,0.0,0.0
12,2008,12,4,0.0,0.0,0.0,0.0
5,1979,1,8,1.0,0.0,0.0,0.0
16,2015,9,153,0.0,0.0,0.0,0.0
16,2012,10,103,0.0,0.0,0.0,0.0
4,1999,11,264,0.0,0.0,0.0,0.0
8,1986,14,130,1.0,0.0,0.0,0.0
4,1992,1,1460,0.0,0.0,1.0,0.0
5,1997,4,37,0.0,0.0,0.0,0.0
0,1955,4,401,0.0,0.0,0.0,0.0
10,1987,1,1126,0.0,1.0,0.0,0.0
10,1972,8,578,0.0,1.0,0.0,0.0
20,2006,5,578,0.0,0.0,0.0,0.0
16,1999,5,109,0.0,0.0,0.0,0.0
22,1976,11,678,0.0,0.0,0.0,0.0
18,1986,9,145,1.0,0.0,0.0,0.0
7,2008,11,264,0.0,0.0,0.0,0.0
15,1974,3,1460,0.0,0.0,0.0,0.0
8,1993,9,153,0.0,0.0,0.0,0.0
12,1973,6,7,0.0,0.0,0.0,0.0
9,1990,7,432,0.0,0.0,0.0,0.0
16,1999,13,162,0.0,0.0,0.0,0.0
0,1993,6,7,0.0,0.0,0.0,0.0
13,2012,5,109,0.0,0.0,0.0,0.0
20,2004,11,153,0.0,0.0,0.0,0.0
5,1960,2,7,0.0,0.0,0.0,0.0
1,2005,18,45,0.0,0.0,0.0,0.0
3,1986,13,162,0.0,0.0,1.0,0.0
1,2004,12,103,1.0,0.0,0.0,0.0
16,1950,1,153,0.0,0.0,0.0,0.0
0,1990,2,785,0.0,0.0,0.0,0.0
6,2015,5,109,0.0,0.0,0.0,0.0
0,1962,2,7,0.0,0.0,0.0,0.0
1,1970,6,790,1.0,0.0,0.0,0.0
12,1968,3,7,0.0,0.0,0.0,0.0
6,1962,9,15,0.0,0.0,0.0,0.0
15,1998,7,13,0.0,0.0,0.0,0.0
14,1990,11,401,0.0,0.0,0.0,0.0
16,1996,12,264,0.0,0.0,0.0,0.0
16,1988,1,1126,0.0,0.0,0.0,0.0
18,2013,1,10,0.0,0.0,0.0,0.0
10,1987,2,37,0.0,0.0,0.0,0.0
6,2009,7,130,1.0,0.0,0.0,0.0
14,2002,14,401,0.0,0.0,0.0,0.0
20,2009,13,162,0.0,0.0,0.0,0.0
7,2003,6,678,0.0,0.0,0.0,0.0
4,1992,2,2227,0.0,0.0,0.0,0.0
11,1989,1,1126,0.0,0.0,0.0,0.0
13,1984,8,177,0.0,0.0,0.0,0.0
8,1976,6,7,0.0,0.0,0.0,0.0
16,1991,7,228,0.0,0.0,0.0,0.0
24,1993,16,58,0.0,0.0,0.0,0.0
7,1993,2,785,0.0,0.0,0.0,0.0
0,1977,12,678,0.0,0.0,0.0,0.0
18,1989,6,13,0.0,0.0,0.0,0.0
10,2010,3,18,0.0,0.0,0.0,0.0
7,1990,11,401,0.0,0.0,1.0,0.0
14,2010,11,103,0.0,0.0,0.0,0.0
10,1994,14,37,0.0,0.0,0.0,0.0
2,1990,1,345,0.0,0.0,0.0,0.0
17,1960,3,223,0.0,0.0,0.0,0.0
1,2010,12,264,0.0,0.0,0.0,1.0
16,1983,9,153,0.0,0.0,0.0,0.0
10,2012,16,0,0.0,0.0,0.0,0.0
17,1973,2,785,1.0,0.0,0.0,0.0
8,1999,7,228,0.0,0.0,0.0,0.0
13,1987,4,7,0.0,0.0,0.0,0.0
2,1975,4,79,1.0,0.0,0.0,0.0
2,1992,9,153,0.0,0.0,1.0,0.0
17,1955,1,8,0.0,0.0,0.0,0.0
19,1993,9,153,0.0,0.0,0.0,0.0
16,1985,15,1460,1.0,0.0,0.0,0.0
9,2004,13,264,0.0,0.0,0.0,0.0
9,1951,8,85,0.0,0.0,0.0,0.0
17,2008,11,264,0.0,0.0,0.0,0.0
21,1996,8,13,0.0,0.0,0.0,0.0
21,1973,3,1460,0.0,0.0,0.0,0.0
4,1996,2,785,1.0,0.0,0.0,0.0
14,1978,14,162,0.0,0.0,0.0,0.0
13,1962,7,162,0.0,0.0,0.0,0.0
1,1977,4,12,1.0,0.0,0.0,0.0
2,1983,6,401,1.0,0.0,0.0,0.0
21,1992,7,13,0.0,0.0,0.0,0.0
16,2002,11,228,0.0,0.0,0.0,0.0
17,1964,8,162,0.0,0.0,0.0,0.0
3,1989,12,162,1.0,0.0,0.0,0.0
26,1956,6,153,0.0,0.0,0.0,0.0
6,2013,10,264,0.0,0.0,0.0,0.0
8,2008,12,4,0.0,0.0,0.0,0.0
1,2001,9,578,1.0,0.0,0.0,0.0
12,1954,4,88,1.0,0.0,0.0,0.0
14,2013,1,10,0.0,0.0,0.0,0.0
9,2012,6,7,0.0,0.0,0.0,1.0
14,1972,3,609,0.0,0.0,0.0,0.0
9,1969,3,7,0.0,0.0,0.0,0.0
12,1984,8,177,0.0,0.0,0.0,0.0
24,2012,16,0,0.0,0.0,0.0,0.0
8,1997,16,45,0.0,0.0,0.0,0.0
16,2010,2,10,0.0,0.0,0.0,0.0
11,1979,3,1460,0.0,0.0,0.0,0.0
3,1997,5,7,0.0,0.0,1.0,0.0
11,2008,14,162,0.0,0.0,0.0,0.0
21,1995,13,130,0.0,0.0,0.0,0.0
0,2001,11,153,0.0,0.0,0.0,0.0
9,1969,6,153,0.0,0.0,0.0,0.0
7,1969,5,790,0.0,0.0,0.0,0.0
8,1986,8,432,0.0,0.0,0.0,0.0
14,2012,10,103,0.0,0.0,1.0,0.0
15,1997,2,785,0.0,0.0,0.0,0.0
25,1960,7,153,0.0,0.0,0.0,0.0
7,1953,5,88,1.0,0.0,0.0,0.0
3,1973,7,153,0.0,0.0,0.0,0.0
0,1977,5,609,0.0,0.0,0.0,0.0
0,1978,7,609,0.0,0.0,0.0,0.0
18,1989,9,103,0.0,0.0,0.0,0.0
2,1973,4,79,0.0,1.0,0.0,0.0
0,1991,5,13,0.0,0.0,0.0,0.0
16,1956,8,162,0.0,0.0,0.0,0.0
0,1989,2,37,0.0,0.0,0.0,0.0
16,1993,5,109,0.0,0.0,0.0,0.0
19,2001,13,264,0.0,0.0,0.0,0.0
4,1968,1,1460,0.0,0.0,0.0,0.0
2,2011,17,194,0.0,0.0,0.0,1.0
0,1988,4,2227,0.0,0.0,0.0,0.0
19,1991,3,37,0.0,0.0,0.0,0.0
9,2006,10,223,0.0,1.0,0.0,0.0
2,1962,6,578,0.0,0.0,0.0,0.0
20,1973,14,332,1.0,0.0,0.0,0.0
8,2008,2,18,0.0,1.0,0.0,0.0
6,1953,3,6,1.0,0.0,0.0,0.0
14,1993,3,88,0.0,0.0,0.0,0.0
4,1961,6,578,0.0,0.0,0.0,0.0
9,1997,17,37,0.0,0.0,0.0,0.0
5,1968,1,1460,0.0,0.0,0.0,0.0
20,2012,4,7,0.0,0.0,0.0,0.0
9,1994,8,153,0.0,1.0,0.0,0.0
4,1993,11,264,0.0,1.0,0.0,0.0
5,1988,4,2227,1.0,0.0,0.0,0.0
5,2009,2,18,0.0,0.0,0.0,1.0
23,1989,14,37,0.0,0.0,0.0,0.0
9,1983,4,37,0.0,0.0,0.0,0.0
8,1998,1,10,1.0,0.0,0.0,0.0
9,1954,7,551,0.0,0.0,0.0,0.0
18,1999,16,45,0.0,0.0,0.0,0.0
13,1968,6,81,0.0,0.0,0.0,0.0
13,2000,11,103,0.0,0.0,0.0,0.0
14,1955,5,6,0.0,0.0,0.0,0.0
1,1965,4,790,0.0,0.0,0.0,0.0
14,1966,6,578,0.0,0.0,0.0,0.0
4,2006,9,13,0.0,0.0,0.0,0.0
7,1994,7,228,0.0,0.0,0.0,0.0
9,1961,7,162,0.0,0.0,0.0,0.0
6,1990,8,153,0.0,0.0,0.0,0.0
4,2011,1,10,0.0,1.0,0.0,0.0
16,2009,17,3,0.0,0.0,0.0,0.0
20,2008,12,4,0.0,0.0,0.0,0.0
14,1980,3,1460,0.0,0.0,0.0,0.0
21,2010,2,10,0.0,0.0,0.0,0.0
10,1950,5,401,0.0,0.0,0.0,0.0
24,1985,11,6,0.0,0.0,0.0,0.0
10,1996,2,785,1.0,0.0,0.0,0.0
16,2011,2,18,0.0,0.0,0.0,0.0
14,1965,10,2227,1.0,0.0,0.0,0.0
0,1970,10,162,0.0,0.0,0.0,0.0
18,1992,16,58,0.0,0.0,0.0,0.0
30,1955,3,223,0.0,0.0,0.0,0.0
10,2003,1,10,0.0,0.0,0.0,0.0
22,1975,13,162,0.0,0.0,1.0,0.0
2,2012,14,18,0.0,0.0,1.0,0.0
15,1967,11,2227,0.0,0.0,0.0,0.0
10,1978,10,145,0.0,0.0,0.0,0.0
20,1987,6,432,0.0,0.0,0.0,0.0
6,1960,8,28,0.0,0.0,0.0,0.0
13,1963,8,485,0.0,0.0,0.0,0.0
21,2010,6,7,0.0,0.0,0.0,0.0
15,1960,10,470,0.0,0.0,0.0,0.0
10,1999,12,401,0.0,0.0,0.0,0.0
10,2008,7,13,0.0,0.0,0.0,1.0
0,1979,6,36,0.0,0.0,0.0,0.0
21,1952,1,551,0.0,0.0,0.0,0.0
6,1958,3,6,1.0,0.0,0.0,0.0
10,1995,2,8,0.0,0.0,0.0,0.0
17,1982,16,639,0.0,0.0,0.0,0.0
19,1970,10,162,0.0,0.0,0.0,0.0
20,1992,1,1460,0.0,0.0,0.0,0.0
6,2003,4,37,0.0,1.0,0.0,0.0
14,2011,9,153,0.0,0.0,0.0,0.0
7,1987,13,37,0.0,1.0,0.0,0.0
22,1984,13,6,0.0,0.0,0.0,0.0
0,1982,6,7,0.0,0.0,0.0,0.0
3,2007,15,583,1.0,0.0,0.0,0.0
3,1964,10,2227,1.0,0.0,0.0,0.0
15,1975,1,8,0.0,0.0,0.0,0.0
0,1983,12,6,0.0,0.0,0.0,0.0
20,2009,15,45,0.0,0.0,0.0,0.0
13,1985,8,153,0.0,0.0,0.0,0.0
17,1992,9,153,0.0,0.0,0.0,0.0
6,1985,7,432,0.0,1.0,0.0,0.0
0,1992,2,2227,0.0,0.0,0.0,0.0
14,2005,6,7,0.0,0.0,0.0,0.0
4,1997,14,678,0.0,0.0,1.0,0.0
3,1951,5,153,0.0,0.0,0.0,0.0
4,2013,14,0,0.0,0.0,0.0,0.0
16,1981,5,36,0.0,0.0,0.0,0.0
22,2010,12,264,0.0,0.0,0.0,0.0
20,2012,9,153,0.0,0.0,0.0,0.0
3,1964,8,162,0.0,0.0,0.0,0.0
0,1992,5,37,0.0,0.0,0.0,0.0
1,1995,6,13,0.0,0.0,0.0,0.0
8,1980,8,145,0.0,0.0,0.0,0.0
6,2006,18,785,0.0,0.0,0.0,0.0
15,2012,1,10,0.0,0.0,0.0,0.0
25,1972,12,485,0.0,0.0,0.0,0.0
18,2005,18,45,0.0,1.0,0.0,0.0
6,1977,13,6,1.0,0.0,0.0,0.0
16,1976,14,332,0.0,0.0,0.0,0.0
9,1985,15,1460,0.0,1.0,0.0,0.0
6,1970,6,790,0.0,0.0,0.0,0.0
20,1977,15,485,0.0,0.0,0.0,0.0
5,2004,5,109,1.0,0.0,0.0,0.0
19,2014,16,2,0.0,0.0,0.0,0.0
22,1977,16,332,0.0,0.0,0.0,0.0
7,2015,10,264,0.0,0.0,0.0,1.0
17,1976,3,12,0.0,0.0,0.0,0.0
2,2013,12,162,0.0,0.0,0.0,1.0
20,1974,12,678,0.0,0.0,0.0,0.0
8,2008,14,162,0.0,0.0,0.0,0.0
19,1987,7,153,0.0,0.0,0.0,0.0
22,2001,13,264,0.0,0.0,0.0,0.0
19,1973,3,1460,0.0,0.0,0.0,0.0
7,2012,19,161,1.0,0.0,0.0,0.0
5,1999,16,45,1.0,0.0,0.0,0.0
16,1996,9,228,0.0,0.0,0.0,0.0
10,1983,7,177,0.0,0.0,0.0,0.0
1,1987,7,153,0.0,0.0,1.0,0.0
19,1991,5,13,0.0,0.0,0.0,0.0
7,1989,12,162,0.0,0.0,0.0,0.0
6,1983,7,177,0.0,0.0,0.0,0.0
18,2015,17,2227,0.0,1.0,0.0,0.0
21,1989,13,130,0.0,0.0,0.0,0.0
12,1957,8,162,0.0,0.0,0.0,0.0
21,1983,2,12,0.0,0.0,0.0,0.0
22,1985,13,401,0.0,0.0,0.0,0.0
22,1973,3,1460,0.0,0.0,0.0,0.0
0,1981,5,36,0.0,0.0,0.0,0.0
24,1973,10,6,0.0,0.0,0.0,0.0
16,1992,3,785,0.0,0.0,0.0,0.0
9,2011,18,3,0.0,0.0,0.0,0.0
17,1960,5,401,0.0,0.0,0.0,0.0
17,1970,8,103,0.0,0.0,0.0,0.0
14,1964,5,145,0.0,0.0,0.0,0.0
18,2010,19,3,0.0,0.0,0.0,0.0
16,1985,6,177,0.0,0.0,0.0,0.0
24,1976,12,6,0.0,0.0,0.0,0.0
7,1987,1,1126,1.0,0.0,0.0,0.0
21,2000,11,103,0.0,0.0,0.0,0.0
20,1997,2,785,0.0,0.0,0.0,0.0
14,2006,13,264,0.0,0.0,0.0,0.0
26,1991,2,785,0.0,0.0,0.0,0.0
1,1993,3,88,0.0,0.0,1.0,0.0
2,2003,7,7,0.0,1.0,0.0,0.0
8,1961,6,578,0.0,0.0,0.0,0.0
5,2001,16,223,1.0,0.0,0.0,0.0
5,2000,1,10,0.0,0.0,0.0,0.0
9,1995,16,45,0.0,0.0,0.0,0.0
16,1998,10,678,0.0,0.0,0.0,0.0
19,1980,6,7,0.0,0.0,0.0,0.0
6,1991,2,785,1.0,0.0,0.0,0.0
2,1967,6,153,0.0,0.0,0.0,0.0
22,1989,8,153,0.0,0.0,0.0,0.0
14,2007,6,13,0.0,0.0,0.0,1.0
30,1954,5,153,0.0,0.0,0.0,0.0
22,1999,3,37,0.0,0.0,0.0,0.0
11,1953,8,551,0.0,0.0,0.0,0.0
15,1956,3,223,0.0,0.0,0.0,0.0
7,2014,12,401,0.0,1.0,0.0,0.0
19,2006,3,10,0.0,0.0,0.0,0.0
11,1981,8,484,1.0,0.0,0.0,0.0
27,1974,3,1460,0.0,0.0,0.0,0.0
12,2004,1,10,0.0,1.0,0.0,0.0
18,1992,10,103,0.0,0.0,0.0,0.0
12,1963,6,578,0.0,0.0,0.0,0.0
19,1998,16,45,0.0,0.0,0.0,0.0
3,2000,1,10,1.0,0.0,0.0,0.0
19,1995,5,7,0.0,0.0,0.0,0.0
6,1960,2,7,0.0,0.0,0.0,0.0
14,1965,5,153,0.0,0.0,0.0,0.0
18,2003,16,45,0.0,0.0,0.0,0.0
16,2014,10,103,0.0,0.0,0.0,0.0
0,1990,7,432,0.0,0.0,0.0,0.0
4,1993,7,13,0.0,0.0,0.0,0.0
25,1983,7,177,0.0,0.0,0.0,0.0
16,1999,12,401,0.0,0.0,0.0,0.0
17,2006,7,7,0.0,0.0,0.0,0.0
12,1993,5,109,0.0,0.0,0.0,0.0
6,1981,5,36,0.0,0.0,1.0,0.0
16,1970,4,401,0.0,0.0,0.0,0.0
21,1965,8,162,0.0,0.0,0.0,0.0
7,1960,5,401,0.0,0.0,0.0,0.0
19,1993,13,162,0.0,0.0,0.0,0.0
0,1977,13,6,0.0,0.0,0.0,0.0
0,1981,13,162,0.0,0.0,0.0,0.0
8,1978,5,7,1.0,0.0,0.0,0.0
12,2001,9,578,0.0,0.0,0.0,0.0
0,1959,5,20,0.0,0.0,0.0,0.0
8,2014,15,45,0.0,1.0,0.0,0.0
19,1961,5,20,1.0,0.0,0.0,0.0
15,1952,2,223,0.0,0.0,0.0,0.0
3,1992,11,264,0.0,1.0,0.0,0.0
7,1968,8,578,0.0,0.0,0.0,0.0
0,1978,11,103,0.0,0.0,0.0,0.0
6,1958,8,578,0.0,0.0,0.0,0.0
0,1990,12,162,0.0,0.0,0.0,0.0
4,2009,2,18,0.0,0.0,1.0,0.0
0,1983,5,7,0.0,1.0,0.0,0.0
8,2012,6,7,0.0,0.0,0.0,0.0
9,1993,7,13,0.0,0.0,0.0,0.0
6,1995,2,8,1.0,0.0,0.0,0.0
10,1971,2,79,0.0,0.0,0.0,0.0
13,2007,5,7,0.0,0.0,0.0,1.0
12,2004,4,37,0.0,0.0,0.0,0.0
19,1962,6,578,0.0,0.0,0.0,0.0
24,1992,16,58,0.0,0.0,0.0,0.0
7,1973,5,36,0.0,0.0,0.0,0.0
12,1960,8,28,0.0,0.0,0.0,0.0
24,2012,7,13,0.0,0.0,0.0,0.0
10,2012,17,194,0.0,0.0,0.0,0.0
8,1997,11,264,0.0,1.0,0.0,0.0
9,2011,16,0,0.0,0.0,0.0,0.0
4,1953,6,153,0.0,0.0,0.0,0.0
24,2011,18,3,0.0,0.0,1.0,0.0
7,1994,10,264,0.0,0.0,0.0,0.0
14,2008,14,162,1.0,0.0,0.0,0.0
16,1950,7,162,0.0,0.0,0.0,0.0
9,2009,10,264,0.0,0.0,1.0,0.0
9,2008,1,10,0.0,0.0,0.0,0.0
0,1994,11,401,0.0,0.0,0.0,0.0
18,1989,3,7,0.0,0.0,0.0,0.0
18,1958,10,162,0.0,0.0,0.0,0.0
2,1988,6,177,1.0,0.0,0.0,0.0
4,1953,7,578,1.0,0.0,0.0,0.0
26,1994,7,228,0.0,0.0,0.0,0.0
13,1978,9,432,0.0,0.0,0.0,0.0
24,1976,13,162,0.0,0.0,0.0,0.0
11,2002,12,103,0.0,0.0,0.0,0.0
12,2015,18,785,0.0,0.0,0.0,0.0
0,1974,9,484,0.0,0.0,0.0,0.0
21,2012,20,785,0.0,0.0,0.0,0.0
10,2010,15,18,0.0,0.0,0.0,0.0
16,2012,4,7,0.0,0.0,0.0,0.0
14,1987,11,162,0.0,0.0,0.0,0.0
17,1997,16,45,0.0,0.0,0.0,0.0
5,1955,7,162,1.0,0.0,0.0,0.0
9,1958,8,578,0.0,0.0,0.0,0.0
13,2003,14,162,0.0,0.0,0.0,0.0
7,1991,10,264,0.0,0.0,0.0,0.0
21,2012,1,10,0.0,0.0,0.0,0.0
14,2004,18,785,0.0,0.0,0.0,0.0
5,1989,2,37,1.0,0.0,0.0,0.0
20,2006,12,103,0.0,0.0,0.0,0.0
1,1966,1,7,0.0,0.0,0.0,0.0
15,1978,2,1126,0.0,0.0,0.0,0.0
4,1966,5,6,0.0,0.0,0.0,0.0
17,1977,13,6,0.0,0.0,0.0,0.0
3,2004,1,10,0.0,0.0,1.0,0.0
13,1990,2,785,0.0,0.0,0.0,0.0
2,1975,10,153,0.0,0.0,0.0,0.0
13,1987,15,45,0.0,0.0,0.0,0.0
0,1989,8,153,0.0,0.0,0.0,0.0
13,2014,17,161,0.0,0.0,0.0,0.0
20,2012,12,401,0.0,0.0,0.0,0.0
3,1956,6,153,0.0,0.0,0.0,0.0
14,1992,6,7,0.0,0.0,0.0,0.0
13,2015,14,45,0.0,0.0,0.0,0.0
9,1988,14,37,0.0,0.0,0.0,0.0
17,1984,4,37,0.0,0.0,0.0,0.0
1,1959,9,18,0.0,0.0,0.0,0.0
1,1970,5,6,0.0,0.0,0.0,0.0
13,1982,12,103,0.0,0.0,0.0,0.0
15,1971,5,432,0.0,0.0,0.0,0.0
19,1955,1,8,0.0,0.0,0.0,0.0
0,1982,13,678,0.0,0.0,0.0,0.0
18,2012,4,7,0.0,0.0,0.0,0.0
7,1996,8,13,0.0,0.0,0.0,0.0
0,1989,15,45,0.0,0.0,0.0,0.0
8,1988,16,58,0.0,0.0,0.0,0.0
1,2006,4,37,1.0,0.0,0.0,0.0
23,1991,15,45,0.0,0.0,0.0,0.0
15,1979,4,12,0.0,0.0,1.0,0.0
18,1984,16,130,0.0,0.0,0.0,0.0
16,1978,13,6,0.0,0.0,0.0,0.0
19,2006,7,7,0.0,0.0,0.0,0.0
24,1979,11,678,0.0,0.0,0.0,0.0
14,1971,4,6,0.0,1.0,0.0,0.0
2,1998,10,678,0.0,0.0,0.0,0.0
14,1999,6,13,0.0,0.0,0.0,0.0
19,1993,14,130,0.0,0.0,0.0,0.0
8,1983,9,153,0.0,0.0,0.0,0.0
18,1991,13,130,0.0,0.0,0.0,0.0
19,1984,15,578,0.0,0.0,0.0,0.0
9,1970,5,6,0.0,0.0,0.0,0.0
4,1964,8,162,0.0,0.0,0.0,0.0
0,1980,8,145,0.0,0.0,0.0,0.0
20,1995,15,266,0.0,0.0,0.0,0.0
7,1967,4,401,0.0,0.0,0.0,0.0
14,2005,18,45,1.0,0.0,0.0,0.0
11,1997,1,10,0.0,0.0,0.0,0.0
8,1985,6,177,0.0,0.0,0.0,0.0
8,1989,3,7,0.0,0.0,0.0,0.0
4,2011,8,4,1.0,0.0,0.0,0.0
9,1985,12,162,0.0,0.0,0.0,0.0
19,1952,3,401,0.0,0.0,0.0,0.0
1,1985,3,37,0.0,0.0,0.0,0.0
6,2005,2,18,0.0,1.0,0.0,0.0
15,1958,11,19,0.0,0.0,0.0,0.0
6,1952,3,401,0.0,0.0,0.0,0.0
4,2013,1,10,1.0,0.0,0.0,0.0
0,1981,6,7,0.0,0.0,0.0,0.0
17,1993,8,228,0.0,0.0,0.0,0.0
10,1978,12,678,0.0,0.0,0.0,0.0
11,1965,2,7,0.0,0.0,0.0,0.0
20,1978,14,162,0.0,1.0,0.0,0.0
11,1974,1,8,0.0,0.0,0.0,0.0
3,2000,12,264,0.0,1.0,0.0,0.0
24,2011,10,578,0.0,0.0,0.0,0.0
22,1982,10,145,0.0,0.0,0.0,0.0
25,1991,1,345,0.0,0.0,0.0,0.0
11,1998,4,37,0.0,0.0,0.0,0.0
25,1991,12,162,0.0,0.0,0.0,0.0
7,1980,7,432,0.0,1.0,0.0,0.0
0,1974,10,145,0.0,0.0,0.0,0.0
14,1966,3,88,0.0,0.0,0.0,0.0
0,1983,4,37,0.0,0.0,0.0,0.0
2,1978,12,678,0.0,0.0,0.0,0.0
5,1975,1,8,0.0,1.0,0.0,0.0
19,1951,1,551,0.0,0.0,0.0,0.0
0,1989,15,45,0.0,0.0,0.0,0.0
11,1953,1,8,0.0,0.0,0.0,0.0
11,1977,6,7,0.0,0.0,0.0,0.0
7,2005,5,109,0.0,1.0,0.0,0.0
21,1970,7,145,0.0,0.0,0.0,0.0
0,1992,8,228,0.0,0.0,0.0,0.0
4,1993,16,58,0.0,0.0,0.0,0.0
13,1977,12,678,0.0,0.0,0.0,0.0
2,2005,1,10,0.0,0.0,0.0,0.0
12,1987,15,45,0.0,0.0,0.0,0.0
22,1985,16,58,0.0,0.0,0.0,0.0
0,1980,8,145,0.0,0.0,0.0,0.0
6,1985,16,58,0.0,0.0,0.0,0.0
19,1997,15,578,0.0,0.0,0.0,0.0
1,1969,8,162,0.0,0.0,0.0,0.0
4,2009,16,785,0.0,0.0,0.0,0.0
16,2005,14,130,0.0,0.0,0.0,0.0
19,1975,6,36,0.0,0.0,1.0,0.0
19,1971,10,332,0.0,0.0,0.0,0.0
2,2000,14,162,1.0,0.0,0.0,0.0
9,1981,9,153,0.0,0.0,1.0,0.0
10,1989,15,45,0.0,0.0,0.0,0.0
8,1975,7,153,0.0,0.0,0.0,0.0
14,1988,10,264,0.0,0.0,0.0,0.0
18,2007,9,153,0.0,0.0,0.0,0.0
4,1973,11,578,0.0,1.0,0.0,0.0
9,1956,1,8,1.0,0.0,0.0,0.0
22,1999,15,18,0.0,0.0,0.0,0.0
20,2006,13,264,0.0,0.0,0.0,0.0
8,1988,11,401,0.0,0.0,0.0,0.0
23,1987,3,401,0.0,0.0,0.0,0.0
18,1962,3,401,0.0,0.0,0.0,0.0
15,1991,7,228,0.0,0.0,0.0,0.0
24,1985,12,162,0.0,0.0,0.0,0.0
14,2004,9,223,0.0,0.0,0.0,0.0
9,1954,8,162,0.0,0.0,0.0,0.0
8,1968,1,1460,1.0,0.0,0.0,0.0
2,1993,14,130,0.0,0.0,1.0,0.0
18,2001,13,264,0.0,0.0,0.0,0.0
20,1992,3,785,0.0,0.0,0.0,0.0
5,2000,6,578,0.0,0.0,1.0,0.0
8,1992,12,401,0.0,0.0,0.0,0.0
18,1961,3,401,0.0,0.0,0.0,0.0
13,1963,2,401,0.0,0.0,0.0,0.0
18,1952,2,223,0.0,0.0,0.0,0.0
15,1982,13,678,0.0,0.0,0.0,0.0
3,1971,5,432,1.0,0.0,0.0,0.0
20,1985,12,162,0.0,0.0,0.0,0.0
19,2002,7,7,0.0,0.0,0.0,0.0
2,1987,4,7,0.0,0.0,0.0,0.0
7,1974,14,332,0.0,0.0,0.0,0.0
26,1973,15,485,0.0,0.0,0.0,0.0
4,2002,11,228,0.0,1.0,0.0,0.0
12,1981,4,37,0.0,0.0,0.0,0.0
9,1972,9,678,1.0,0.0,0.0,0.0
22,1999,5,109,0.0,0.0,0.0,0.0
11,1985,14,145,0.0,0.0,0.0,0.0
19,1975,9,432,0.0,0.0,0.0,0.0
18,1974,9,484,0.0,0.0,0.0,0.0
12,2005,16,401,1.0,0.0,0.0,0.0
21,1953,2,223,0.0,0.0,0.0,0.0
7,2000,10,678,0.0,0.0,0.0,0.0
0,1977,9,484,0.0,0.0,0.0,0.0
24,1995,17,58,0.0,1.0,0.0,0.0
8,1983,10,103,0.0,0.0,0.0,0.0
1,2010,2,10,0.0,0.0,0.0,1.0
22,1972,1,8,0.0,0.0,0.0,0.0
8,1956,6,153,1.0,0.0,0.0,0.0
1,1964,10,2227,0.0,0.0,0.0,0.0
